frame_index,material_id,formula,n_atoms,ref_bec_asr_max_abs,pred_bec_asr_max_abs
1235,mp-569571,Nb6Sb4Te10,20,0.0017799999999972282,2.6999999980237277e-07
1086,mp-9274,Au3Rb3Sb2,8,0.0017200000000001658,5.100000005642258e-07
748,mp-10074,Ge4Se8,12,0.0016800000000016801,3.599999999215342e-07
352,mp-9361,LaRbS2,4,0.0016699999999998383,5.90000000411095e-07
97,mp-8880,Al2P2,4,0.0016600000000002169,7.099999996817985e-07
127,mp-2172,Al4As4,8,0.0016400000000000858,7.20000000065113e-07
1022,mp-18732,Ni2O6Ti2,10,0.0016300000000000203,2.3899999979093423e-06
41,mp-22003,N3Na,4,0.0016100000000000003,2.400000000957192e-07
1398,mp-674948,Mo2O10V2,14,0.00160000000000049,1.3200000019697455e-06
769,mp-862868,Br4Pb2,6,0.0015700000000000713,3.49999999649242e-07
497,mp-753056,B4Ho4O12,20,0.0015600000000040026,3.349999995627684e-06
448,mp-862631,AuBa2Sb,4,0.0015100000000001224,7.100000001258877e-07
1129,mp-8007,Li6O18U6,30,0.0014999999999987246,1.1099999923658288e-06
1103,mp-10969,CCdN2,4,0.0014799999999999258,7.100000001258877e-07
37,mp-570259,Cl2Mg,3,0.0014600000000000168,1.7999999990525595e-07
1084,mp-7176,LaRbSe2,4,0.00144000000000033,2.400000005398084e-07
273,mp-35906,Ag3Cl6Y,10,0.0014400000000001079,5.299999994434756e-07
914,mp-866291,AgBr,2,0.0014199999999999768,1.199999999368373e-07
350,mp-9166,CMgN2,4,0.0013700000000000934,3.599999998105119e-07
626,mp-28698,IrNa4O4,9,0.0013500000000004064,4.1000000006174986e-07
1253,mp-1094088,CoNbSn,3,0.001300000000000523,1.8999999999991246e-06
1104,mp-12335,CMnN2,4,0.0012900000000000134,4.7999999930326e-07
1404,mp-3038,Al2HgSe4,7,0.001260000000000483,4.7999999930326e-07
1306,mp-961713,PtSnZr,3,0.0012099999999999334,7.099999996817985e-07
1079,mp-4280,CuGaO2,4,0.0012099999999994893,5.999999999062311e-07
121,mp-10044,As4B4,8,0.0011199999999998989,3.2000000005361073e-07
446,mp-697038,H6Ba2Ru,9,0.0011099999999997223,5.199999999483396e-07
168,mp-8429,IrK4O4,9,0.001060000000000727,5.999999996841865e-07
339,mp-3748,AlCuO2,4,0.0010500000000004395,1.189999999873237e-06
1033,mp-20210,Ag4O4Pb2,10,0.0010499999999997733,3.800000012432747e-07
733,mp-12103,N2,2,0.00104,9.999999999999984e-09
280,mp-7921,F6MgPd,8,0.0010300000000007525,5.799999996947136e-07
255,mp-34293,Cs2N4Ta2,8,0.0010200000000013532,6.099999999564787e-07
924,mp-1519,CaTe,2,0.0010099999999999554,3.999999999999962e-08
340,mp-510281,CuFeO2,4,0.0009500000000004505,3.600000000325565e-07
252,mp-2961,Mg2P4Si2,8,0.0009399999999999409,2.400000009838976e-07
937,mp-541989,CN2Na2,5,0.000920000000000254,4.700000002522131e-07
365,mp-10226,NaS2Y,4,0.0009100000000004105,1.200000001588819e-07
222,mp-8818,Ca2N2Zn,5,0.0009099999999993003,7.900000005278685e-07
635,mp-752561,F4O8Sb4,16,0.0008800000000008801,9.599999997722541e-07
323,mp-8697,B2O6Sc2,10,0.0008400000000001739,1.300000000981072e-06
320,mp-18946,B2O6V2,10,0.0008400000000001739,1.669999999620586e-06
122,mp-13033,MgTe,2,0.0008399999999999519,1.200000001588819e-07
1110,mp-19225,AgFeO2,4,0.000800000000000356,4.799999997473492e-07
1138,mp-13312,S4Sc2Tl2,8,0.0007800000000015572,7.200000013973806e-07
925,mp-1569,CBe2,3,0.000780000000000225,9.599999999387876e-07
858,mp-1170,S2Sn,3,0.0007800000000000029,1.1900000003173261e-06
124,mp-1479,BP,2,0.0007699999999999929,6.00000000239298e-08
223,mp-9306,N2Sr2Zn,5,0.0007600000000000939,6.500000000464468e-07
151,mp-571102,ITl,2,0.0007299999999998974,3.999999999999962e-08
412,mp-30250,Ag2O4Y2,8,0.0007000000000019213,1.879999997900228e-06
655,mp-38394,Al4Ba2Te8,14,0.0006800000000022344,7.299999997822937e-07
125,mp-1541,BeSe,2,0.0006500000000000394,1.200000001588819e-07
480,mp-9200,AuK3O,5,0.0006499999999998174,4.800000001914384e-07
1182,mp-24012,HHoSe,3,0.0006499999999998174,2.9999999995311555e-07
48,mp-23933,H6Al2,8,0.0006499999999997064,1.7000000018807526e-07
1409,mp-4152,Co2Ga4S8,14,0.0006000000000017103,6.400000014394891e-07
985,mp-760402,O16Rh4Ta4,24,0.0005800000000077965,1.2500000008408563e-06
144,mp-23231,AgBr,2,0.0005800000000000249,2.400000000957192e-07
877,mp-570935,I2Li2,4,0.000560000000000116,6.000000007944095e-08
99,mp-567680,Ba3Cl6,9,0.0005399999999988747,4.2000000022301975e-07
276,mp-558864,CrF6Hg,8,0.0005300000000002525,9.500000006656961e-07
624,mp-4809,Ga2HgS4,7,0.000520000000000298,9.599999990506092e-07
907,mp-1550,Al4P4,8,0.0005199999999998539,7.20000000065113e-07
206,mp-35795,BiF5Pb,7,0.0005100000000002325,8.400000006680841e-07
146,mp-23259,BrLi,2,0.0004999999999999449,5.999999996841865e-08
934,mp-441,Rb2Te,3,0.0004999999999999449,1.199999999368373e-07
895,mp-1848,Ru4Te8,12,0.0004999999999997229,2.1499999975915784e-06
977,mp-676002,Ba2F7Pr,10,0.0004999999999997229,1.5399999990783897e-06
215,mp-761341,O16Ti4V4,24,0.00048000000000492093,2.749999990392382e-06
129,mp-2490,Ga4P4,8,0.00048000000000048004,4.80000000413483e-07
321,mp-21434,C2Co2O6,10,0.00045999999999988064,7.200000002871576e-07
912,mp-252,BeTe,2,0.00045000000000006146,1.200000000478596e-07
1141,mp-22977,Cl6Cs2V2,10,0.0004399999999997739,4.899999999086191e-07
141,mp-22899,ILi,2,0.00042000000000008697,1.200000000478596e-07
133,mp-8062,CSi,2,0.00041000000000002146,4.800000001914384e-07
1014,mp-550433,Be4O8Zn4,16,0.00040000000000306457,1.2100000008619105e-06
940,mp-9146,CdHgO2,4,0.00039999999999995595,7.20000000065113e-07
802,mp-23210,Cl2Mg,3,0.00036999999999998145,1.8000000012730055e-07
5,mp-66,C8,8,0.00032,3.0999999999999957e-07
343,mp-7041,CaHgO2,4,0.00028000000000050207,4.799999999693938e-07
1078,mp-3915,BaHgO2,4,0.00026999999999999247,4.999999998478444e-07
994,mp-5072,HgO2Rb2,5,0.00025999999999998247,3.900000002943216e-07
1114,mp-7885,AgAlS2,4,0.0002500000000007496,4.1000000061686137e-07
1229,mp-722937,N16Zn48Zr48,112,0.0002400000000544189,2.6299999911216787e-06
1426,mp-20459,O3PbTi,5,0.00023000000000039655,3.3400000001293506e-06
1004,mp-14232,B2Li2O4,8,0.00020000000000042206,1.080000000319714e-06
147,mp-23268,INa,2,0.00020000000000020002,1.199999999368373e-07
1116,mp-1030015,Mg108N144W36,288,0.00019999999969733118,6.020000070439124e-06
1,mp-850274,H2,2,0.00018,2.999999999999998e-08
656,mp-545522,BiCoO3,5,0.00017999999999895877,3.4599999998441433e-06
896,mp-2604,Mg4Te8,12,0.0001700000000011137,8.400000004460395e-07
1227,mp-722294,N16Nb48Zn48,112,0.00016000000006100024,6.440000030139004e-06
478,mp-19343,B12Co8O26,46,0.00014000000000313761,2.060000008796692e-06
138,mp-2667,AuCs,2,0.000140000000000029,0.0
310,mp-33723,BiBrTe,3,0.00013000000000000002,1.5999999991578306e-07
1343,mp-1029851,Ge32N64Na64,160,0.0001200000001384538,2.209999948377117e-06
315,mp-1029920,C18N36Y12,66,0.00012000000001677336,4.2899999845857906e-06
1428,mp-559593,F18N45P9S27,99,0.00012000000000048474,1.139999997790131e-06
1414,mp-995219,C32H64O16,112,0.0001200000000003143,8.100000005728525e-07
1048,mp-570046,Mo12N48Sr36,96,0.00011999999997014399,2.920000001349621e-06
1117,mp-1030245,Ca54N72Re18,144,0.00011999999981426868,2.020000000380051e-06
529,mp-1029584,K8N56Si40,104,0.00010000000003307363,4.289999996576199e-06
1425,mp-20032,O3PbV,5,0.00010000000000043308,7.20000000065113e-07
264,mp-5782,Ag2Al2S4,8,0.00010000000000021103,7.099999996817985e-07
1157,mp-542435,Li48N32Sc16,96,0.00010000000000004,5.009999976213209e-06
674,mp-752664,Co6Li6O24P6,42,9.00000000010337e-05,2.649999993886709e-06
1228,mp-722913,Hf48N16Zn48,112,8.000000010222053e-05,2.4799999929214778e-06
1144,mp-1029616,Ba12N48Ta24,84,8.000000005337071e-05,2.3700000335580285e-06
505,mp-1376713,Ca12Mo8O28,48,8.000000003782759e-05,5.969999993027386e-06
286,mp-17012,N24Sr16V8,48,8.0000000024949e-05,4.560000014031118e-06
462,mp-36447,Al16Co8O32,56,8.000000002450491e-05,1.989999985463342e-06
1324,mp-4163,Ca12O28Ti8,48,8.000000001651131e-05,4.729999992125755e-06
259,mp-36912,Cd4Pr8S16,28,8.00000000129586e-05,1.0599999891169887e-06
913,mp-569673,I32Pr16,48,8.000000001207042e-05,3.000000026176508e-07
580,mp-17696,Ba16N24V8,48,8.000000001118224e-05,2.8699999914394425e-06
579,mp-1029832,Ca16N24Nb8,48,8.000000001118224e-05,5.490000001717732e-06
155,mp-1042110,O28Re8,36,8.000000001046059e-05,1.809999991386757e-06
552,mp-21609,Cu12N12Sr12,36,8.000000001029406e-05,8.900000016964782e-07
1226,mp-546936,Co8O32Rh16,56,8.000000000762952e-05,2.7899999894831495e-06
433,mp-866663,F32K12Ta4,48,8.000000000762952e-05,1.5400000010767911e-06
1366,mp-3247,Cs8S12Ti4,24,8.000000000407681e-05,3.2000000000015957e-07
1463,mp-18320,Be6Mn8O24Si6Te2,46,8.000000000230045e-05,1.8900000011701223e-06
516,mp-625378,H36Na4O20,60,8.000000000230045e-05,1.0100000016333155e-06
738,mp-971661,Si46,46,8.000000000185636e-05,5.100000004532035e-07
577,mp-1029550,Ca16Cr8N24,48,8.000000000141227e-05,4.0400000096418864e-06
1001,mp-569383,Ca20Co8N16,44,8.000000000019103e-05,2.3599999967593988e-06
512,mp-768573,Al4Lu12O24,40,8.000000000010776e-05,2.150000006917452e-06
150,mp-568560,BrTl,2,8.000000000008001e-05,1.0000000000000116e-08
1402,mp-27854,Cl32F8Ta8,48,7.999999999996898e-05,1.7900000006676464e-06
289,mp-17701,N24Nb8Sr16,48,7.999999999991347e-05,4.780000000259577e-06
304,mp-989615,N24W8Y8,40,7.999999999963592e-05,5.11999999641688e-06
1360,mp-1192582,Mg8Se16Si4,28,7.999999999785956e-05,3.7999999857873945e-07
157,mp-29721,H40B24,64,7.999999999730445e-05,5.900000001682337e-07
426,mp-772232,O52P16Tm8,76,7.999999999697138e-05,4.029999996046918e-06
249,mp-29089,Ge8N16Sr16,40,7.999999999697138e-05,1.009999999634914e-06
731,mp-677378,F8Nb4O16Ti4Tl4,36,7.999999999697138e-05,2.759999996104767e-06
202,mp-913,Cd8P16,24,7.99999999965273e-05,3.6999999819542495e-07
1017,mp-571085,Bi4Ga8Se16,28,7.99999999960832e-05,2.2799999999101317e-06
1420,mp-756570,O12Rb16Sn4,32,7.999999999430685e-05,6.400000018835783e-07
502,mp-1029422,N12Nb4Zn8,24,7.999999999341867e-05,2.589999998470205e-06
703,mp-542168,Co4Cs8O16Si4,32,7.999999998942187e-05,2.8700000038739404e-06
637,mp-866473,Ca16S24Sn4,44,7.99999999880896e-05,1.2500000101667297e-06
461,mp-35162,In16Mn8O32,56,7.999999998742346e-05,1.1990000000849932e-05
915,mp-1074,Rb32Si32,64,7.999999998697938e-05,8.30000004836684e-07
1373,mp-765970,O40Sn14Ti6,60,7.999999998498097e-05,2.879999991822757e-06
610,mp-30129,Li32N24Ta8,64,7.999999997920781e-05,2.1299999983792617e-06
1319,mp-1373149,O28W8Zn12,48,7.99999999756551e-05,5.010000010852167e-06
1224,mp-28452,Fe48N16W48,112,7.999999983754336e-05,4.7600000119274455e-06
1223,mp-12533,Hf4La4O14,22,7.000000000267903e-05,3.579999993341687e-06
1151,mp-1087549,Cs30N38W14,82,7.000000000118023e-05,8.899999741629472e-07
740,mp-632250,H,1,7e-05,0.0
434,mp-15492,Dy2O38Ta14,54,6.0000000080995264e-05,4.43999998367417e-06
207,mp-686129,Li80N48Ti16,144,6.000000003547612e-05,3.2299999856988393e-06
269,mp-29845,Cl27Cs9Hg9,45,6.0000000018378685e-05,5.700000038633135e-07
389,mp-998555,Br18In6Sn6,30,6.000000001726846e-05,1.3100000000321188e-06
356,mp-36775,Al12O24Sr6,42,6.000000001615824e-05,2.26999999242139e-06
390,mp-998569,Cl18Ge6In6,30,6.0000000009718946e-05,2.200000000229796e-07
394,mp-1213834,Br18Cs6Sc4,28,6.0000000004389875e-05,3.499999998712866e-07
400,mp-23029,Cs6I18Sb4,28,6.0000000004389875e-05,4.000000012327476e-07
1452,mp-571288,Ag8K4Se16Ta4,32,6.0000000003945786e-05,4.50000002372164e-07
1238,mp-1106051,Cu6Sb8Y6,20,6.0000000003945786e-05,1.6199999990362812e-06
1450,mp-557387,Nb2O12Sr4Tm2,20,6.00000000035017e-05,4.759999998604769e-06
1150,mp-1029965,K30N38Os14,82,6.0000000001947384e-05,1.9700000075673074e-06
616,mp-1118943,Cs24N40Re16,80,6.000000000172534e-05,3.240000003401633e-06
314,mp-504952,Ga6In6Se18,30,6.000000000128125e-05,7.300000001153606e-07
596,mp-567386,Cd6Cs4Te8,18,6.000000000128125e-05,6.099999994013672e-07
581,mp-643253,H12Ba4Pt2,18,6.0000000001059206e-05,6.800000010298568e-07
1039,mp-570248,C24N36Na12,72,6.0000000001003695e-05,2.049999988429363e-06
379,mp-34126,Cu12P30Sn3,45,6.000000000039307e-05,3.800000001330517e-07
1460,mp-11131,Ge4Hg6K4S16,30,6.0000000000184905e-05,7.299999999349494e-07
972,mp-768203,H12Be6,18,6.000000000017103e-05,5.900000007441619e-07
1122,mp-554868,Al3Mo12S24,39,6.000000000008429e-05,8.200000016500564e-07
1443,mp-505321,Cs4Cu8Nb4Te16,32,6.000000000008082e-05,2.699999988309276e-07
855,mp-651723,C30N24,54,6.000000000004613e-05,3.4000000226352967e-07
1030,mp-9330,Cd6P6S18,30,5.999999999997674e-05,2.0299999952122505e-06
1149,mp-1029863,K30N38Re14,82,5.999999999983796e-05,2.4399999956070673e-06
305,mp-757174,F36Li6Mn12,54,5.9999999999747755e-05,4.4000000007371476e-07
1345,mp-640885,Cu12Er4Te12,28,5.999999999973796e-05,1.1300000022362866e-06
1317,mp-1029442,Mg8N12Ta4,24,5.9999999999615916e-05,2.300000039312522e-07
1060,mp-1029602,C18N36Sc12,66,5.9999999999060805e-05,5.72999995451795e-06
692,mp-555217,Dy6F2O24Se8,40,5.9999999999060805e-05,1.199999991263745e-06
316,mp-1188957,Br6Ir2Te12,20,5.9999999999060805e-05,3.399999994879721e-07
465,mp-753222,Co2Fe4O8,14,5.9999999998616715e-05,1.4399999965775123e-06
1417,mp-28408,Cl24K8Tc8,40,5.9999999998172626e-05,1.000000001250001e-06
181,mp-568556,C2B48Mg4,54,5.999999999772854e-05,5.000000002062541e-07
1143,mp-28486,Cs4Ni6S8,18,5.999999999772854e-05,3.8999999996125467e-07
281,mp-1029627,Mg16N24Re8,48,5.9999999997617515e-05,1.7699999999010174e-06
684,mp-17389,Ag2Pr6Se14Si2,24,5.999999999684036e-05,5.499999971014802e-07
1169,mp-771147,Dy8O52P16,76,5.999999999628525e-05,6.209999994677418e-06
159,mp-556218,O48Si24,72,5.999999999439787e-05,7.2699999864589415e-06
687,mp-554553,Cu2Ho6S14Sn2,24,5.999999999151129e-05,4.80000000119488e-07
1222,mp-542496,Ag32Ca12N2,46,5.999999999062311e-05,1.3500000002331092e-06
1424,mp-769953,O28Tb8Ti8,44,5.999999998351768e-05,2.139999993211461e-06
669,mp-585189,Li4Mn16O48P12,80,5.9999999982185415e-05,3.589999993947046e-06
1447,mp-17313,Al16Be2Mg6O32,56,5.9999999975524076e-05,4.480000006079621e-06
1236,mp-14001,As32Ba32Si8,72,5.999999997507999e-05,1.929999990490927e-06
649,mp-541040,Be4Ge2O14Y4,24,5.0000000002548006e-05,1.550000000127838e-06
1148,mp-1029862,Mo14N38Na30,82,5.000000000088267e-05,1.4000000088110198e-06
591,mp-850957,Na12O14Ti4,30,4.999999999995286e-05,1.3799999969421606e-06
1051,mp-676361,Cl18Er3Li9,30,4.999999999921734e-05,8.800000013131637e-07
1221,mp-28734,Cl15CoZr6,22,4.99999999955536e-05,1.610000002094658e-06
1147,mp-1029850,Cr14K30N38,82,4.9999999991445776e-05,5.649999993861954e-06
1146,mp-1029918,Ba12N48V24,84,4.000000007930993e-05,2.809999999575652e-06
1326,mp-7290,Er12Ga4S24,40,4.0000000030460114e-05,2.36000000164438e-06
288,mp-17518,N24Sr16Ta8,48,4.000000002868376e-05,1.8899999894017583e-06
391,mp-30539,O24W4Y8,36,4.000000002579718e-05,1.9400000050850963e-06
1145,mp-1029619,Ba12N48Re24,84,4.000000002146731e-05,3.8099999994933853e-06
1010,mp-38125,Cd4Se16Sm8,28,4.0000000019357884e-05,1.4400000030168059e-06
1350,mp-5029,Cu8Ho8O20,36,4.0000000018025617e-05,1.6499999970776003e-06
953,mp-21823,Mn8O32Pb16,56,4.000000001669335e-05,1.5499999879153847e-06
287,mp-17400,Ba16N24Ta8,48,4.00000000144729e-05,1.7499999906966934e-06
1416,mp-18163,Cd16Ge4Se24,44,4.00000000144729e-05,1.360000015049323e-06
254,mp-34116,Mg4S16Tm8,28,4.0000000013140635e-05,2.0799999966847338e-06
638,mp-13643,Er8Ge8O28,44,4.0000000012696546e-05,2.9800000116431136e-06
575,mp-8725,Hf4S12Sn4,20,4.000000001180837e-05,2.630000006664801e-06
1237,mp-1105594,Cu6La6Sb8,20,4.000000001180837e-05,6.500000022668928e-07
1315,mp-1029387,N12Ta4Zn8,24,4.000000001180837e-05,1.2000000042533543e-06
484,mp-774833,Na4O32V20,56,4.000000001136428e-05,1.2000000000622624e-06
571,mp-567629,Br12Cs4Pb4,20,4.0000000010254055e-05,5.399999962740765e-07
500,mp-1029262,N12V4Zn8,24,4.000000000914383e-05,2.640000000608822e-06
501,mp-1029368,Mg8N12V4,24,4.000000000914383e-05,2.3699999971427133e-06
1442,mp-554929,Cs2Nb4Nd2O14,22,4.00000000084777e-05,2.7500000103763966e-06
1337,mp-29911,Ba12O4Sb8,24,4.0000000008255654e-05,1.5400000044074602e-06
1210,mp-866163,In4Rh8Y4,16,4.0000000008255654e-05,2.1400000025373345e-06
1217,mp-867829,Li4Rh8V4,16,4.0000000007367476e-05,1.429999998858733e-06
510,mp-753401,O20Sc8Ti4,32,4.0000000007367476e-05,2.6200000000642376e-06
1195,mp-865320,Lu8Pd4Ru4,16,4.0000000007367476e-05,4.6999999736563325e-07
94,mp-2833,Ir8S16,24,4.0000000006923386e-05,8.800000030895205e-07
1403,mp-28719,Au8Ba4F32,44,4.000000000670134e-05,9.199999950748605e-07
225,mp-1029625,Li8N16Ta8,32,4.00000000064793e-05,2.2999999980122254e-06
620,mp-35031,Cu2Pr10Se16,28,4.00000000064793e-05,9.699999972134776e-07
916,mp-1217,K32Si32,64,4.000000000581316e-05,6.09999990519583e-07
457,mp-1029293,Cs4N8V4,16,4.000000000581316e-05,4.660000001432962e-06
1359,mp-1190131,La4S12Sc4,20,4.000000000559112e-05,1.4300000032996252e-06
540,mp-10533,Cu4S8Y4,16,4.000000000559112e-05,8.399999993358165e-07
553,mp-22982,Bi4Cu4S8,16,4.000000000559112e-05,9.5999999860652e-07
1201,mp-865791,Cr4Ru8Si4,16,4.000000000559112e-05,5.250000008061306e-06
578,mp-1029773,Ca16N24Ta8,48,4.000000000559112e-05,2.249999994319296e-06
1013,mp-540900,B24O48Pd12,84,4.0000000005369074e-05,2.4499999928817573e-06
261,mp-38728,Er8S16Sr4,28,4.000000000514703e-05,1.410000010526602e-06
1015,mp-675620,Nd8Pb4S16,28,4.000000000514703e-05,2.500000000071889e-07
1309,mp-989617,N12W4Y4,20,4.000000000514703e-05,2.2199999953897986e-06
668,mp-755051,Cr4Fe2Li6O12,24,4.000000000514703e-05,2.6300000006695967e-06
711,mp-16773,K2O24P8Tb2,36,4.000000000514703e-05,2.0300000125317297e-06
470,mp-778152,O14Pt4Sc4,22,4.0000000004924985e-05,1.9199999936603263e-06
160,mp-570044,I32Nb8,40,4.0000000004869474e-05,1.3799999992181178e-06
1396,mp-28769,K4Se16Sn8,28,4.000000000470294e-05,4.799999999138826e-07
690,mp-1210275,Ga2Na6Sb8Sr6,22,4.000000000470294e-05,3.700000053008523e-07
1218,mp-867899,Ir4Rh4Sm8,16,4.000000000470294e-05,1.3200000004154333e-06
1459,mp-554138,F4O20Pr8Sb4,36,4.000000000470294e-05,1.1799999957151641e-06
474,mp-1246430,Mo2N8Zn6,16,4.000000000381476e-05,1.930000000704979e-06
727,mp-18129,Ga4La4O2S12Zn2,24,4.000000000381476e-05,1.4199999989195078e-06
760,mp-568301,Bi4Br12,16,4.000000000359272e-05,5.199999986160719e-07
634,mp-541291,Mo8N24Na24,56,4.000000000359272e-05,3.3299999966374116e-06
1362,mp-19727,C4N8Pb4,16,4.000000000337067e-05,9.500000022200084e-07
136,mp-11661,N16Zr12,28,4.0000000002926583e-05,2.619999996955613e-06
569,mp-5587,Ba8S12Zn4,24,4.0000000002926583e-05,7.100000019022445e-07
639,mp-14649,Ge8O28Tb8,44,4.0000000002926583e-05,6.45000002386098e-06
1355,mp-1029702,Mg4N8Ti4,16,4.0000000002926583e-05,3.930000003204981e-06
1365,mp-29175,Au4Ca8N4,16,4.0000000002926583e-05,7.200000036178267e-07
354,mp-23827,H12Cl2Sr7,21,4.0000000002926583e-05,8.799999995368069e-07
993,mp-28824,Co8Na24O16,48,4.0000000002593517e-05,1.9199999973240622e-06
990,mp-27741,Au4I4Te4,12,4.0000000002482494e-05,4.599999997578763e-07
1249,mp-1214080,Ca12I12Sb4,28,4.0000000002482494e-05,1.0399999985644115e-06
1131,mp-28108,Na16Sn4Te16,36,4.000000000226045e-05,2.500000009231229e-07
999,mp-27938,I8S2Tl12,22,4.0000000002038405e-05,2.500000007010783e-07
417,mp-754384,O8Sc4Tl4,16,4.0000000002038405e-05,6.599999982093152e-07
1308,mp-504498,Cd4K8Pb4,16,4.0000000002038405e-05,8.299999971761451e-07
570,mp-558760,S12Sr4Zr4,20,4.0000000002038405e-05,5.999999939110268e-07
1203,mp-866051,Fe8Hf4Sn4,16,4.0000000002038405e-05,5.239999999240297e-06
960,mp-776470,Hf12N16,28,4.0000000002038405e-05,4.060000002858999e-06
1316,mp-1029408,Mg8N12Nb4,24,4.0000000002038405e-05,1.7499999950265632e-06
1202,mp-865892,Ca4Li8Pb4,16,4.0000000002038405e-05,1.2199999988027344e-06
532,mp-571242,Cl16Co4Rb8,28,4.000000000192738e-05,7.299999996712714e-07
533,mp-755685,O12Sm4Y4,20,4.0000000001594316e-05,2.1399999940996395e-06
296,mp-861057,Ca8O20Tl8,36,4.0000000001594316e-05,2.120000007099776e-06
1244,mp-984350,Au12Dy12Sb16,40,4.0000000001594316e-05,1.0300000008456323e-06
550,mp-18725,Cr4O12Y4,20,4.0000000001594316e-05,1.790000004886494e-06
1411,mp-27782,F14I2Xe2,18,4.0000000001483293e-05,5.299999996976126e-07
1177,mp-29314,Br18Rb6V6,30,4.000000000137227e-05,4.699999985868786e-07
523,mp-29432,Cl16Na4Sc4,24,4.000000000137227e-05,4.800000011906391e-07
518,mp-18500,Au2K6Sn8,16,4.0000000001150227e-05,2.9000000012491256e-07
959,mp-567744,Br8Sr4,12,4.0000000001150227e-05,6.600000004297613e-07
1036,mp-29199,Ba12Cu12N12,36,4.0000000001150227e-05,8.200000010116781e-07
1032,mp-1189986,Ca6Ga4P8,18,4.0000000001150227e-05,1.079999996989045e-06
726,mp-19234,Ba8F16O12W4,40,4.0000000001150227e-05,7.399999983892513e-07
683,mp-17155,Ag2La6Se14Sn2,24,4.000000000070614e-05,5.300000016639217e-07
1044,mp-643895,H10Cs6Mg2,18,4.000000000070614e-05,5.799999992506244e-07
1094,mp-1029655,N6Sr6W2,14,4.000000000070614e-05,6.100000020659024e-07
622,mp-36252,Cu2Nd10Se16,28,4.000000000070614e-05,1.1999999989242838e-06
975,mp-704718,I32Pt12,44,4.000000000070614e-05,1.0000000001952891e-06
1031,mp-1105775,Cl8Os2Sc8,18,4.000000000070614e-05,8.200000018998566e-07
965,mp-557719,Pb8S8,16,4.0000000000595115e-05,1.909999995497458e-06
542,mp-1193604,Be4Cl16Cs8,28,4.000000000048409e-05,3.0999999622860486e-07
717,mp-623028,Ag2Cs4Nb2S8,16,4.000000000048409e-05,3.699999999717818e-07
250,mp-1009088,As8Be4Ge4,16,4.000000000048409e-05,5.900000019654073e-07
169,mp-989635,Ca4Mo4N12,20,4.000000000037307e-05,3.180000001101746e-06
228,mp-1214794,As4Ru4Se4,12,4.000000000026205e-05,2.7499999997182556e-06
1357,mp-1105094,Cl12Hg4Tl4,20,4.000000000026205e-05,5.199999969507374e-07
227,mp-1214793,As4Os4S4,12,4.000000000026205e-05,1.1999999998124622e-06
226,mp-1103213,Os4Sb4Te4,12,4.000000000026205e-05,9.600000021592336e-07
647,mp-14415,Be4Ge2O14Pr4,24,4.000000000026205e-05,2.0099999999967366e-06
1035,mp-28899,As6Br2Hg4,12,4.000000000026205e-05,3.600000000325565e-07
1165,mp-1219458,Rh4Sb4Te4,12,4.000000000026205e-05,9.500000013318299e-07
694,mp-866640,H24Ir4Li4Mg4,36,4.000000000026205e-05,1.149999998339979e-06
312,mp-570238,Au7IP10,18,4.000000000026205e-05,2.0999999972293182e-07
1179,mp-768353,O18Tm6Y6,30,4.000000000026205e-05,6.899999998033479e-07
450,mp-865964,Ca4Li8Sn4,16,4.000000000026205e-05,9.199999988496188e-07
403,mp-1029869,K30Mo14N38,82,4.000000000026205e-05,2.230000005987165e-06
1209,mp-866154,Be4Ir8Ti4,16,4.000000000026205e-05,5.969999998356457e-06
646,mp-9780,Ag2Hf2Rb2Te6,12,4.0000000000095515e-05,3.4999999994067554e-07
509,mp-555918,Hg16O24Se8,48,4.0000000000095515e-05,2.379999997303983e-06
988,mp-1102534,Os4P4S4,12,4.0000000000075565e-05,1.9200000007657536e-06
406,mp-1188535,I10NiY6,17,4.000000000006082e-05,7.800000003665986e-07
629,mp-10519,Cu8S12Sn4,24,4.0000000000040004e-05,7.099999976833971e-07
632,mp-18762,Co4Na16O12,32,4.0000000000040004e-05,1.8499999994148197e-06
609,mp-14340,Pd6Rb4Se8,18,4.0000000000040004e-05,3.399999997100167e-07
541,mp-1103471,As4La4S4,12,4.0000000000040004e-05,1.1599999991673826e-06
404,mp-1029967,N38Rb30W14,82,4.0000000000040004e-05,2.4700000033073266e-06
1320,mp-1374543,Mo8O28Zn12,48,4.0000000000040004e-05,2.240000001041409e-06
735,mp-160,B12,12,4.0000000000040004e-05,2.6000000000192536e-07
1349,mp-20692,Ge4Mn4N8,16,4.0000000000040004e-05,6.000000016825879e-07
737,mp-864900,Hg58,58,4.0000000000026126e-05,1.3000000000790157e-07
295,mp-624190,Ge4Pb4S12,20,4.000000000001919e-05,3.4000000548317644e-07
504,mp-1370470,Ca12O28V8,48,4.000000000001225e-05,4.419999991789325e-06
623,mp-38162,Cu2Se16Sm10,28,4.000000000001225e-05,1.0900000009250732e-06
248,mp-1029347,K4N4Pt4,12,4.0000000000000024e-05,5.599999997052407e-07
983,mp-12804,Al4Si4Sm4,12,4e-05,6.800000014184349e-07
662,mp-504611,Cs4F12Fe2Na2,20,3.999999999998449e-05,4.0000000001150227e-07
788,mp-561153,F12Xe4,16,3.999999999998449e-05,8.100000008504082e-07
