time_ps,P_autocorr_avg,alpha_autocorr_avg
3.760600000000000165e+01,-1.121852599885105051e-02,-1.952718130413965206e-02
3.760799999999999699e+01,-1.259614446653073080e-02,-2.067437235994836961e-02
3.760999999999999943e+01,-1.320609624202363774e-02,-2.118537920033304253e-02
3.761200000000000188e+01,-1.313965081029024040e-02,-2.100124749101324809e-02
3.761399999999999721e+01,-1.254857368535922633e-02,-2.010461467360052934e-02
3.761599999999999966e+01,-1.161953478106421064e-02,-1.851836488709079215e-02
3.761800000000000210e+01,-1.054475176384951120e-02,-1.629922030253844537e-02
3.761999999999999744e+01,-9.493419393679813911e-03,-1.352806900238064103e-02
3.762199999999999989e+01,-8.588116137039287709e-03,-1.029921743794102312e-02
3.762400000000000233e+01,-7.889577041015087208e-03,-6.710348434076912096e-03
3.762599999999999767e+01,-7.391887520885581826e-03,-2.854205334079423263e-03
3.762800000000000011e+01,-7.028518921678201734e-03,1.187474291446865768e-03
3.763000000000000256e+01,-6.688070674942115171e-03,5.347379626303773795e-03
3.763199999999999790e+01,-6.237187086580340059e-03,9.573061724018000831e-03
3.763400000000000034e+01,-5.546897301804510488e-03,1.382388966282109555e-02
3.763600000000000279e+01,-4.518376349548469326e-03,1.806476055197850372e-02
3.763799999999999812e+01,-3.103900721510576260e-03,2.225751788749058546e-02
3.764000000000000057e+01,-1.319658179269350695e-03,2.635228144994239755e-02
3.764200000000000301e+01,7.517857157617620746e-04,3.028107984564402944e-02
3.764399999999999835e+01,2.969948053760521241e-03,3.395579819714880654e-02
3.764600000000000080e+01,5.154563494912969140e-03,3.727115960745952528e-02
3.764800000000000324e+01,7.110539223443733056e-03,4.011226821827834632e-02
3.764999999999999858e+01,8.655793073862117978e-03,4.236523247392227909e-02
3.765200000000000102e+01,9.647443071719965374e-03,4.392893788164203839e-02
3.765400000000000347e+01,1.000216448903413179e-02,4.472611705035101776e-02
3.765599999999999881e+01,9.707571099892276650e-03,4.471213607359464381e-02
3.765800000000000125e+01,8.823041507109240233e-03,4.388029501047963077e-02
3.765999999999999659e+01,7.470057902370157328e-03,4.226296034404942309e-02
3.766199999999999903e+01,5.813904691731411681e-03,3.992816515379284809e-02
3.766400000000000148e+01,4.039713045958283517e-03,3.697221237033119362e-02
3.766599999999999682e+01,2.326542731547128449e-03,3.350952740044204486e-02
3.766799999999999926e+01,8.234299938319683066e-04,2.966154987630927053e-02
3.767000000000000171e+01,-3.691953273831014275e-04,2.554662024729901712e-02
3.767199999999999704e+01,-1.210055022067071506e-03,2.127237087168525401e-02
3.767399999999999949e+01,-1.718101743474814572e-03,1.693147650462214007e-02
3.767600000000000193e+01,-1.964051424648413733e-03,1.260076451583983306e-02
3.767799999999999727e+01,-2.053702897230442418e-03,8.343211649249738723e-03
3.767999999999999972e+01,-2.105818757636116791e-03,4.211998540623896128e-03
3.768200000000000216e+01,-2.228083560891840412e-03,2.558375719234477525e-04
3.768399999999999750e+01,-2.495385058370640924e-03,-3.475358806465300363e-03
3.768599999999999994e+01,-2.934081637172120029e-03,-6.925665686848871301e-03
3.768800000000000239e+01,-3.515143680728324924e-03,-1.003042011623319837e-02
3.768999999999999773e+01,-4.157372759474771591e-03,-1.271687615454412078e-02
3.769200000000000017e+01,-4.740211747993484243e-03,-1.490883100083120749e-02
3.769400000000000261e+01,-5.123978161823886275e-03,-1.653470008460229679e-02
