frame_index,formula,relaxed,force_converged,fmax_before,fmax_after,min_eig,hessian_asr,bec_asr,keep
45,Ir4Sb4Te4,False,False,0.21085794270038605,0.21085794270038605,1.3459707304264157e-07,2.5078654289245605e-05,3.552713678800501e-15,False
46,B24O48Pd12,False,False,0.27554866671562195,0.27554866671562195,-1.1269161177551723e-06,1.9073486328125e-05,4.0000000005369074e-05,False
47,H40B24,False,False,0.6585441827774048,0.6585441827774048,-0.07113388925790787,1.621246337890625e-05,7.999999999730445e-05,False
48,BP,False,True,1.2019765563309193e-05,1.2019765563309193e-05,-2.8646086320804898e-06,1.7273181583732367e-05,0.0007699999999999929,True
49,As4B4,False,True,9.930372470989823e-06,9.930372470989823e-06,2.2392836740436906e-07,2.288818359375e-05,0.0011199999999998989,True
50,Bi4O12W2,False,False,0.2818702459335327,0.2818702459335327,-1.00474892406055e-06,3.065913915634155e-05,2.000000000279556e-05,False
51,Bi4Cl12,False,False,0.3048388957977295,0.3048388957977295,-0.7042847275733948,8.821487426757812e-06,0.027040000000000286,False
52,Bi2I6,False,False,0.0921761691570282,0.0921761691570282,-4.0799026379545467e-08,2.2649765014648438e-06,2.0000000000131024e-05,False
53,Bi4Ir4Se4,False,False,0.09365829825401306,0.09365829825401306,4.15663912178843e-08,2.682209014892578e-05,9.992007221626409e-16,False
54,Ge4Pb4S12,False,False,0.12502740323543549,0.12502740323543549,-2.87786328101447e-08,1.6771256923675537e-05,4.000000000001919e-05,False
55,GeI2,False,True,0.0009792894124984741,0.0009792894124984741,-2.026650314235212e-08,3.814697265625e-06,1.0000000000065512e-05,True
56,Ge4Se8,False,True,0.03562211990356445,0.03562211990356445,-4.0740127360550105e-07,8.106231689453125e-06,0.0016800000000016801,True
57,Ge4Pt4S4,False,False,0.09622564911842346,0.09622564911842346,-1.9630817860161187e-07,1.9878149032592773e-05,3.99999999980416e-05,False
58,As6Ge6,False,False,0.2962406873703003,0.2962406873703003,-2.430685697163426e-07,1.8596649169921875e-05,0.05691999999999919,False
59,Ge12Os8,False,False,0.21012023091316223,0.21012023091316223,-0.084690622985363,2.113799382641446e-05,2.00000000134537e-05,False
60,Cl8Hg4,False,False,0.1064269095659256,0.1064269095659256,-0.7905386686325073,1.917034387588501e-05,0.003629999999999356,False
61,Br8Hg12Te8,False,False,0.17768989503383636,0.17768989503383636,-0.4695908725261688,1.8279999494552612e-05,2.0000000005016005e-05,False
62,Hg2I2,False,False,0.17058634757995605,0.17058634757995605,-0.20399737358093262,7.152557373046875e-06,0.0030399999999999316,False
63,F9O12P3Sn9,False,False,0.3014456629753113,0.3014456629753113,-7.570677098556189e-07,1.4101387932896614e-05,3.0000000005525607e-05,False
64,SeSn,False,True,5.459878593683243e-08,5.459878593683243e-08,-0.3230704963207245,4.247572178428527e-07,0.06890000000000018,False
65,Ag2Au2F8,False,False,0.12814107537269592,0.12814107537269592,-0.48564499616622925,1.2278556823730469e-05,2.0000000000797158e-05,False
66,Ag6Ge6P12Sn4,False,False,0.31144583225250244,0.31144583225250244,-0.2479744255542755,1.0602176189422607e-05,3.000000000009939e-05,False
67,Ag2HgI4,False,False,0.09001676738262177,0.09001676738262177,-9.595172656418072e-08,1.0542571544647217e-06,0.009729999999999572,False
68,AgBr,False,True,6.728805601596832e-08,6.728805601596832e-08,-1.1949320821713627e-07,3.424502210691571e-07,0.0005800000000000249,True
69,Ag8Se4,False,False,0.21585068106651306,0.21585068106651306,-0.4074607193470001,1.429815893061459e-05,0.03929999999999989,False
70,Ni2O8W2,False,False,0.0933244526386261,0.0933244526386261,-5.629296424558561e-07,3.528594970703125e-05,2.0000000000131024e-05,False
71,Ni3O4,False,False,0.4190826714038849,0.4190826714038849,-1.5413022538268706e-06,4.76837158203125e-06,1.0000000000509601e-05,False
72,O8Si4,False,False,0.05929829180240631,0.05929829180240631,-1.623374942028022e-06,1.609325408935547e-05,0.018820000000000725,False
73,O48Si24,False,True,0.041693828999996185,0.041693828999996185,-0.03010684624314308,2.288818359375e-05,5.999999999439787e-05,False
74,Se4Si2,False,False,0.05070289969444275,0.05070289969444275,-2.3105998536721017e-07,2.86102294921875e-06,0.002649999999999597,False
75,P16Si8,False,False,0.1867506355047226,0.1867506355047226,-2.2909330255060922e-07,1.9073486328125e-05,0.1410199999999988,False
76,C10Si10,False,False,0.12148226797580719,0.12148226797580719,-2.1859015930658643e-07,1.808907836675644e-05,0.014490000000003445,False
77,CSi,False,True,6.112240953370929e-07,6.112240953370929e-07,-9.775799298950005e-07,5.7220458984375e-06,0.00041000000000002146,True
78,Ru4Si4,False,False,0.16422593593597412,0.16422593593597412,-4.602360093031166e-07,1.049041748046875e-05,0.0955400000000024,False
79,Os4Si4,False,False,0.2893108129501343,0.2893108129501343,6.239548611119972e-08,1.621246337890625e-05,0.035199999999999676,False
80,P4Pt2Si6,False,False,0.3660956919193268,0.3660956919193268,-1.8860716011204204e-07,3.2961368560791016e-05,0.006480000000000707,False
81,Si8,False,True,1.2112415788578801e-05,1.2112415788578801e-05,3.237027002001014e-08,1.430511474609375e-05,0.00528,True
82,Ag2O8Re2,False,False,0.13991737365722656,0.13991737365722656,-0.4779202938079834,1.8894672393798828e-05,1.9999999998798756e-05,False
83,P20Re8,False,False,0.46733948588371277,0.46733948588371277,-6.691554972348968e-07,3.0517578125e-05,0.06892999999999727,False
84,Mo2Re4Se8,False,False,0.36126357316970825,0.36126357316970825,-2.6481245640752604e-07,1.9073486328125e-05,1.0000000000509601e-05,False
85,Re16S16Te16,False,False,0.7625431418418884,0.7625431418418884,8.97020058232556e-09,5.5789947509765625e-05,7.999999999941387e-05,False
86,Cu4Ni4S12Sb4,False,False,0.4724028706550598,0.4724028706550598,-3.7009897232055664,2.193450927734375e-05,3.999999999759751e-05,False
87,AsCuSe2,False,False,0.43081924319267273,0.43081924319267273,-3.009644444773585e-07,1.049041748046875e-05,1.0000000000065512e-05,False
88,B2Cu2S4,False,False,0.2551068663597107,0.2551068663597107,-6.81876485941757e-07,6.198883056640625e-06,0.008840000000000181,False
89,Bi4Cu4S8,False,False,0.23059332370758057,0.23059332370758057,-1.8995906714280864e-07,1.9073486328125e-05,4.000000000559112e-05,False
90,Cu4P8,False,False,0.22174344956874847,0.22174344956874847,-8.293514497381693e-08,2.0615756511688232e-05,0.006100000000000105,False
91,CuI,False,True,0.00048147240886464715,0.00048147240886464715,-1.2247190761538462e-10,5.604233592748642e-07,0.004290000000000016,True
92,H2Cu2,False,True,0.0012232279404997826,0.0012232279404997826,-1.445882162443013e-06,2.86102294921875e-06,0.022720000000000073,True
93,C2Co2O6,False,True,0.04116484522819519,0.04116484522819519,-1.4802101304667303e-06,1.519918441772461e-05,0.00045999999999988064,True
94,As8Co8Se8,False,False,0.12659907341003418,0.12659907341003418,-6.925898787812912e-08,2.0503997802734375e-05,0.059439999999998605,False
95,Co8S8Sb8,False,False,0.263855516910553,0.263855516910553,-2.0780397846920096e-07,2.7418136596679688e-05,0.012799999999997924,False
96,Fe4P16,False,False,0.18546722829341888,0.18546722829341888,-3.6804914316235227e-07,2.286583185195923e-05,0.024140000000001383,False
97,Bi6Fe6O18,False,True,0.034396618604660034,0.034396618604660034,-1.3486420868957794e-07,2.3126602172851562e-05,0.02838000000001273,True
98,CuFeO2,False,False,0.15115797519683838,0.15115797519683838,-5.308252184477169e-07,6.198883056640625e-06,0.0009500000000004505,False
99,Co2Fe4O8,False,True,0.017107903957366943,0.017107903957366943,-7.935748840282031e-07,5.0067901611328125e-06,5.9999999998616715e-05,True
100,Fe2Se4,False,False,0.1787664294242859,0.1787664294242859,-1.3566707366408082e-06,8.106231689453125e-06,0.0036299999999998,False
101,As2Fe2Sb2,False,False,0.18960167467594147,0.18960167467594147,-6.955085041226994e-08,2.968311309814453e-05,9.999999999968368e-06,False
102,Fe2O2,False,False,0.16757109761238098,0.16757109761238098,-1.751163551944046e-07,3.0407682061195374e-06,1.000000000095369e-05,False
103,B3GaN4,False,False,0.25210973620414734,0.25210973620414734,-1.2028452829326852e-06,1.52587890625e-05,1.0000000000509601e-05,False
104,Cl6Ga2,False,False,0.16737893223762512,0.16737893223762512,-5.497410597854469e-07,7.62939453125e-06,0.04659000000000041,False
105,Br12Ga4,False,False,0.13710467517375946,0.13710467517375946,-0.00012283695104997605,2.86102294921875e-06,4.0000000002482494e-05,False
106,Ag2Ga2Se4,False,True,0.02496066689491272,0.02496066689491272,-2.3310360575123923e-07,1.9073486328125e-06,0.17871999999999932,False
107,Ga4Ni2O8,False,False,0.1395258605480194,0.1395258605480194,-7.552631586804637e-07,5.111098289489746e-06,2.0000000000075513e-05,False
108,Co2Ga4O8,False,False,0.11739087104797363,0.11739087104797363,4.317857182911666e-09,4.291534423828125e-06,3.0000000001528804e-05,False
109,Ga2N2,False,False,0.05632602423429489,0.05632602423429489,-1.2373282061162172e-06,7.494403689634055e-06,0.0017599999999999838,False
110,Ga2S2,False,False,0.5195014476776123,0.5195014476776123,1.3771482088031917e-07,2.682209014892578e-06,0.03614000000000006,False
111,Cl18Ge6In6,False,True,0.026594817638397217,0.026594817638397217,-0.10819879919290543,3.135576844215393e-05,6.0000000009718946e-05,False
112,Cl6In2Sn2,False,False,0.09104698896408081,0.09104698896408081,-0.137742817401886,1.0862946510314941e-05,2.0000000000797158e-05,False
113,Ag4In4S8,False,False,0.06297430396080017,0.06297430396080017,-2.1756720514076733e-07,1.8358230590820312e-05,3.999999999937387e-05,False
114,Cu4In4Te8,False,False,0.050311312079429626,0.050311312079429626,-1.539806788741771e-07,1.9073486328125e-06,0.03100000000000236,False
115,Br2In2,False,False,0.23689918220043182,0.23689918220043182,-0.5982248783111572,1.1563301086425781e-05,0.007689999999999753,False
116,InP,False,True,9.247160051018e-07,9.247160051018e-07,-2.3976144802873023e-07,1.5495152183575556e-06,0.025069999999999926,True
117,CdGa6Te10,False,False,0.13264687359333038,0.13264687359333038,-1.081747953435297e-07,6.079673767089844e-06,2.0000000000075513e-05,False
118,Cd2O8Rh4,False,False,0.14394526183605194,0.14394526183605194,4.1311321297143877e-07,1.0848045349121094e-05,2.000000000190738e-05,False
119,CdGa2S4,False,False,0.08868996798992157,0.08868996798992157,-2.454459604450676e-07,1.71661376953125e-05,0.00034000000000089514,False
120,CdIn2Se4,False,False,0.13980336487293243,0.13980336487293243,-1.0735987387988644e-07,3.039836883544922e-06,0.003509999999999236,False
121,C2Cd2O6,False,True,0.020053505897521973,0.020053505897521973,-1.0136134278582176e-06,1.233816146850586e-05,0.007000000000002782,True
122,Cd4Ge4N8,False,False,0.08396738767623901,0.08396738767623901,-1.4596160724522633e-07,2.288818359375e-05,4.440892098500626e-15,False
123,CdHgO2,False,False,0.16810953617095947,0.16810953617095947,-1.911776735141757e-06,9.5367431640625e-06,0.00039999999999995595,False
124,As4Cd2Si2,False,False,0.1103496253490448,0.1103496253490448,-4.1300043562841893e-07,1.9073486328125e-06,0.09930000000000039,False
125,CdCl2,False,True,0.007620692253112793,0.007620692253112793,-7.959084769026958e-08,5.7220458984375e-06,0.012929999999999886,True
126,Br4Cd2,False,True,0.01598323881626129,0.01598323881626129,-8.274257368157123e-08,1.2367963790893555e-06,0.07198999999999978,False
127,Br4Cd2,False,True,0.018364831805229187,0.018364831805229187,-8.94219880365199e-08,1.3579265214502811e-06,0.04213999999999962,True
128,Cd3I6,False,True,0.03129412978887558,0.03129412978887558,-1.0446164822042192e-07,1.6093254089355469e-06,0.044720000000000426,True
129,Cd8P16,False,False,0.1496778279542923,0.1496778279542923,-2.1999809973749507e-07,2.288818359375e-05,7.99999999965273e-05,False
130,Cd16S24Si4,False,False,0.11577001214027405,0.11577001214027405,-5.363622079812558e-08,7.62939453125e-06,4.000000001092019e-05,False
131,Cd4Te4,False,True,3.3355318009853363e-06,3.3355318009853363e-06,-2.0739292949656374e-07,1.9073486328125e-06,0.01672000000000118,True
132,Cr2Mo2O8,False,False,0.4063750207424164,0.4063750207424164,-6.898745255057293e-07,2.4318695068359375e-05,2.0000000006348273e-05,False
133,Cr4Sb4Se12,False,False,0.2918117046356201,0.2918117046356201,-1.0229093305724746e-07,1.9825994968414307e-05,0.03044000000000624,False
134,Bi2Cr2O6,False,False,0.4649585783481598,0.4649585783481598,-2.5789839241951995e-07,1.4662742614746094e-05,0.002200000000000202,False
135,Cr2Si2Te6,False,False,0.38893306255340576,0.38893306255340576,-2.510648471343302e-07,2.477318048477173e-06,0.01449999999999907,False
136,Cr4O12W2,False,False,0.40641462802886963,0.40641462802886963,-9.80121512839105e-07,1.5437602996826172e-05,3.999999999759751e-05,False
137,Cl6Cr2,False,True,0.036977410316467285,0.036977410316467285,-4.606042409704969e-07,1.0967254638671875e-05,0.008159999999999917,True
138,AgCrS2,False,False,0.11603939533233643,0.11603939533233643,-6.221839612408075e-07,3.4570693969726562e-06,0.0028500000000002412,False
139,CrCuO2,False,False,0.21984338760375977,0.21984338760375977,-2.767968680927879e-06,7.62939453125e-06,0.0012300000000000644,False
140,F6WZn,False,True,0.04421968758106232,0.04421968758106232,-3.657628155906423e-07,2.956390380859375e-05,1.0000000000065512e-05,True
141,C8N16Zn8,False,False,0.11847078800201416,0.11847078800201416,5.121181061440438e-07,2.47955322265625e-05,9.325873406851315e-15,False
142,CdSe2Zn,False,True,0.005515068769454956,0.005515068769454956,-7.674146331737575e-07,1.3140044075043988e-06,9.999999999999999e-06,True
143,O16Pt4Zn8,False,False,0.09662678837776184,0.09662678837776184,9.569934178443873e-09,1.811981201171875e-05,3.999999999892978e-05,False
144,Cl4Zn2,False,False,0.05781926214694977,0.05781926214694977,-4.1550009655111353e-07,6.478399882325903e-06,0.04955999999999994,False
145,P16Zn8,False,False,0.21316693723201752,0.21316693723201752,-2.6897316729446175e-07,2.47955322265625e-05,2.4424906541753444e-15,False
146,N8W2Zn6,False,False,0.20459067821502686,0.20459067821502686,-8.001765650078596e-07,1.6450881958007812e-05,3.9999999996709334e-05,False
147,Mo2N8Zn6,False,False,0.34751439094543457,0.34751439094543457,9.280149981805152e-08,2.47955322265625e-05,4.000000000381476e-05,False
148,S10Zn10,False,True,0.010220255702733994,0.010220255702733994,-1.1475422212470221e-07,8.734787115827203e-06,0.02819999999999756,True
149,S5Zn5,False,True,0.010471580550074577,0.010471580550074577,-3.798143950461963e-07,9.268522262573242e-06,0.0595600000000025,False
150,Te4Zn4,False,True,2.7369242161512375e-07,2.7369242161512375e-07,-6.45393299691932e-07,1.9073486328125e-06,0.005599999999999383,True
151,Ag3HgO4V,False,False,0.21046921610832214,0.21046921610832214,-8.572750971325149e-07,1.71661376953125e-05,2.0000000000131024e-05,False
152,Cu3Te4V,False,True,0.014606326818466187,0.014606326818466187,-5.587532996287337e-07,2.86102294921875e-06,9.99999999995449e-06,True
153,Se18V4,False,False,0.4875788688659668,0.4875788688659668,-3.5545184573493316e-07,2.6300549507141113e-05,0.02306000000000008,False
154,B2O6V2,False,False,0.0603378564119339,0.0603378564119339,-3.954723410970473e-07,2.5406479835510254e-05,0.0008400000000001739,False
155,O12V4W2,False,False,0.3113499581813812,0.3113499581813812,-4.077242863331776e-07,2.2172927856445312e-05,2.0000000000131024e-05,False
156,Cl2V,False,False,0.15591122210025787,0.15591122210025787,8.909775317533786e-08,6.9678062573075294e-06,0.00764999999999999,False
157,Bi6F20Tl2,False,False,0.3477741777896881,0.3477741777896881,-4.567999312143911e-08,1.1842697858810425e-05,3.9968028886505635e-15,False
158,Br16Fe4Tl4,False,False,0.1667206883430481,0.1667206883430481,-0.11628390103578568,1.1920928955078125e-05,0.05743999999999749,False
159,B4Se14Tl4,False,False,0.29615697264671326,0.29615697264671326,-1.648096059625459e-07,1.0251998901367188e-05,3.999999999493298e-05,False
160,F3GeTl,False,False,0.17825162410736084,0.17825162410736084,-0.13698406517505646,5.7220458984375e-06,1.9999999999992246e-05,False
161,Cl6Ni2Tl2,False,False,0.10280078649520874,0.10280078649520874,-0.8687112331390381,1.1346866813255474e-05,3.999999999981796e-05,False
162,Hg6Se8Tl4,False,False,0.14459721744060516,0.14459721744060516,-0.03864935413002968,2.467632293701172e-05,4.0000000002038405e-05,False
163,BiTe2Tl,False,False,0.0651833564043045,0.0651833564043045,-1.4611462972879963e-07,3.0174851417541504e-06,0.007979999999998988,False
164,Ga8S16Tl8,False,False,0.10402238368988037,0.10402238368988037,-0.5409898161888123,7.62939453125e-06,0.11132000000002007,False
165,In2S4Tl2,False,False,0.0983591079711914,0.0983591079711914,-1.8903359944033582e-07,7.152557373046875e-06,0.0038400000000002876,False
166,Mo2O8Tl4,False,False,0.9348995685577393,0.9348995685577393,-3.9029694676173676e-07,1.239776611328125e-05,1.0000000001841869e-05,False
167,S6Sn4Tl4,False,False,0.20371246337890625,0.20371246337890625,-0.8047528862953186,1.1518597602844238e-05,2.0000000000020002e-05,False
168,I8Tl4Zn2,False,False,0.12317625433206558,0.12317625433206558,-6.917185402244286e-08,2.7045607566833496e-05,2.0000000000020002e-05,False
169,O7Tl4V2,False,False,0.27920812368392944,0.27920812368392944,-4.3431973040242156e-07,2.09808349609375e-05,2.0000000003683738e-05,False
170,Ag4Te4Tl4,False,False,0.1663808524608612,0.1663808524608612,-0.014585314318537712,5.674548447132111e-06,0.06811999999999863,False
171,BrTl,False,True,2.32359138863103e-06,2.32359138863103e-06,-1.6039166439441033e-08,4.463466666493332e-06,8.000000000008001e-05,True
172,I2Se4Tl10,False,False,0.12965543568134308,0.12965543568134308,-1.349519695992285e-08,6.556510925292969e-07,3.999999999981796e-05,False
173,AlF5Fe,False,True,0.03896156698465347,0.03896156698465347,-8.153704129654216e-07,1.2040138244628906e-05,0.0018699999999998163,True
174,AgAlS2,False,False,0.22975963354110718,0.22975963354110718,-0.2471006214618683,8.106231689453125e-06,0.0002500000000007496,False
175,Al4Fe6Si6,False,False,0.3543403744697571,0.3543403744697571,-3.09956391220112e-07,1.621246337890625e-05,0.1538200000000045,False
176,Al16Co8O32,False,True,0.03787189722061157,0.03787189722061157,-4.176804324629302e-08,1.1444091796875e-05,8.000000002450491e-05,True
177,Al20Cu4Se32,False,False,0.15300105512142181,0.15300105512142181,-1.0938188665932103e-07,2.765655517578125e-05,4.000000001380677e-05,False
178,Al3GaN4,False,True,0.03887622803449631,0.03887622803449631,-4.3284993012093764e-07,1.430511474609375e-05,1.9999999999242846e-05,True
179,Al2P2,False,True,0.014712683856487274,0.014712683856487274,-1.375052875118854e-06,9.787711860553827e-06,0.0016600000000002169,True
180,Al4As4,False,True,3.176974132657051e-07,3.176974132657051e-07,-2.3145274496982893e-07,2.384185791015625e-06,0.0016400000000000858,True
181,Al4Sb4,False,True,7.913913577795029e-07,7.913913577795029e-07,-2.311451652303731e-07,2.384185791015625e-06,0.006199999999999317,True
182,C2Al6B2,False,False,0.27150827646255493,0.27150827646255493,-9.449820481677307e-07,6.908162504259963e-06,2.000000000279556e-05,False
183,NbS4Tl3,False,True,0.02699027955532074,0.02699027955532074,-1.8595011397337657e-07,1.52587890625e-05,0.0,True
184,I10Nb2,False,False,0.1478622853755951,0.1478622853755951,-0.1073518767952919,5.841255187988281e-06,2.0000000000242046e-05,False
185,Ga4Nb4O16,False,False,0.2464269995689392,0.2464269995689392,-6.098100016060926e-07,1.773238182067871e-05,4.000000000137227e-05,False
186,N12Nb4Zn8,False,False,0.309407114982605,0.309407114982605,-1.9239155335526448e-07,2.384185791015625e-05,7.999999999341867e-05,False
187,Cl8Nb2,False,False,0.36280977725982666,0.36280977725982666,-3.794071119500586e-07,8.821487426757812e-06,0.027470000000000105,False
188,Br12Nb4Se4,False,False,0.4986780285835266,0.4986780285835266,-1.2537984162008797e-07,2.247840166091919e-05,3.999999999970694e-05,False
189,Nb6Sb4Te10,False,False,0.8029834628105164,0.8029834628105164,-4.3404909888522525e-08,8.702278137207031e-06,0.0017799999999972282,False
190,Be4Ge4N8,False,False,0.1293734610080719,0.1293734610080719,-6.606500733141729e-07,1.049041748046875e-05,3.999999999848569e-05,False
191,As8Be4Ge4,False,False,0.06967377662658691,0.06967377662658691,-2.671640118023788e-07,2.384185791015625e-05,4.000000000048409e-05,False
192,As4Be2Sn2,False,False,0.2566114366054535,0.2566114366054535,-2.623399382173375e-07,6.198883056640625e-06,0.0,False
193,Be2Cl4,False,False,0.1400752067565918,0.1400752067565918,1.0856128795921904e-07,2.5033950805664062e-06,0.02654000000000023,False
194,Be8P16,False,False,0.16856054961681366,0.16856054961681366,-9.55156238546806e-08,4.76837158203125e-06,0.0398200000000013,False
195,BeSe,False,True,1.5339028323069215e-06,1.5339028323069215e-06,-4.794466121893493e-07,2.3563188733533025e-06,0.0006500000000000394,True
196,MnSe5Zn4,False,False,0.10074665397405624,0.10074665397405624,-5.30544461696536e-08,5.7220458984375e-06,1.0000000000003062e-05,False
197,F6MnPt,False,False,0.13653522729873657,0.13653522729873657,-1.860669982534091e-07,1.6689300537109375e-05,0.002089999999999481,False
198,Bi2Mn2O10V2,False,False,0.19034965336322784,0.19034965336322784,-1.2019186215184163e-06,1.9073486328125e-05,2.0000000003683738e-05,False
199,Mn2Sb4Se8,False,False,0.34519314765930176,0.34519314765930176,-0.6356450915336609,2.2310763597488403e-05,1.000000000672685e-05,False
200,Bi4Mn2Se8,False,False,0.15023364126682281,0.15023364126682281,-0.0036229542456567287,1.6250300177489407e-05,1.9999999993913775e-05,False
201,Al4Mn2S8,False,False,0.05273722857236862,0.05273722857236862,-5.558402449423738e-07,1.6391277313232422e-05,2.999999999886427e-05,False
202,Be6Mn8O24S2Si6,False,False,0.11293394863605499,0.11293394863605499,-2.802853487082757e-07,1.9073486328125e-05,3.999999998294257e-05,False
203,Mn2O6Sn2,False,False,0.10225900262594223,0.10225900262594223,-4.2266893274245376e-07,8.58306884765625e-06,0.0010200000000000209,False
