basis_label,response_label,mode_index,frequency_cm-1,alpha_xx_prime,alpha_yy_prime,alpha_zz_prime,alpha_xy_prime,alpha_xz_prime,alpha_yz_prime,max_cartesian_displacement_A,rms_cartesian_displacement_A,iso_derivative,anisotropy_sq,frobenius_norm,raman_activity
foundation,foundation,0,-17.980583029799753,-8.428615220323898e-05,0.00021578844796255048,0.00045200855438021215,2.0419262258394118e-05,-1.3338105228960962e-06,-8.432762865397917e-05,0.008922546603020545,0.0028163093497532996,0.00019450361671317454,2.393179811533043e-07,0.0005225325745945281,3.3776504292258778e-06
foundation,foundation,4,46.31674083783132,0.00028714467398938126,-1.2864254936850728e-05,-0.00010863140512795688,-4.581022254014565e-05,9.893361814252951e-06,5.9042352403022164e-05,0.004220554960300965,0.002744796578458426,5.5216337974857886e-05,1.449550680696863e-07,0.00032524336116901556,1.1518834555587222e-06
foundation,foundation,5,53.79784122379265,1.731812658056775e-05,-4.772552546383757e-05,1.650674027353638e-05,-0.00015827249993504182,0.00023375455818535219,8.555503356080492e-06,0.00453021169551559,0.00272911596050061,-4.633552869911147e-06,2.4347228252776353e-07,0.00040296310557556484,1.7052721192432666e-06
foundation,foundation,6,59.79776654793002,-3.142056367644308e-05,-9.587253146925434e-07,-2.4376946283766188e-05,3.417784775989139e-05,-3.802126285986973e-05,1.766640714302519e-05,0.006237574840590058,0.0027785686492468715,-1.8918745091633937e-05,9.540505552756359e-09,8.622119103038171e-05,8.288989008219455e-08
foundation,foundation,7,61.37730933300789,1.3409743377934547e-05,1.0672810971668056e-05,-1.748033674364713e-05,1.7194386958776882e-05,1.0460441666646728e-06,1.3961970017448036e-05,0.006266932202796719,0.0027792174053620443,2.200739201985158e-06,2.3521770617619445e-09,3.9782506209137866e-05,1.6683185818915554e-08
foundation,foundation,8,64.51400397321271,9.365401630878623e-05,0.00010140165570660109,-7.436394777737831e-06,3.519224328660331e-05,7.225972921340578e-06,4.170379357999396e-05,0.0055600021249490724,0.0028341124627673563,6.25397590792165e-05,2.015225439505476e-08,0.00015864583404687677,3.170707467212732e-07
foundation,foundation,9,65.69728011319589,-0.00027179696965751177,-0.00020163124042738012,1.8875685611208226e-05,3.473364840344656e-05,-1.0587872618188752e-05,2.0858381797812017e-05,0.005589720937974776,0.0028343894561062974,-0.00015151750815789455,7.427936766282547e-08,0.00034408174069109883,1.553045561166772e-06
foundation,foundation,10,68.34142491819168,0.0009884213015642906,0.0004135825147388861,-0.00040838323775771457,-1.8607319607097074e-06,-1.532068761702412e-05,-7.800256594134476e-05,0.005446381552191407,0.0028047237070686014,0.00033120685951515405,1.4975328833511481e-06,0.0011521498196576281,1.541913945400313e-05
foundation,foundation,11,79.73321570171153,0.0004390657106712048,-0.0006666115799081052,-0.00035091164599654334,-0.00013784336143247966,-0.0001115912428188595,0.0003378445773220346,0.0058465776841782734,0.002831762180976321,-0.00019281917174448124,1.4099035401834669e-06,0.0010254137664534877,1.1542390265934516e-05
foundation,foundation,12,82.36090301874434,0.0002707160356463234,-0.0005410811355088807,-0.0005354646856070566,0.0001593374708286946,0.00014630373286782575,0.00026573595586631396,0.006441589486647569,0.0028365527332172486,-0.0002686099284898713,1.006713203766842e-06,0.0009421231431689611,1.0293800642117913e-05
foundation,foundation,13,85.00843248012482,-8.270490679085363e-05,9.881218406171399e-05,6.638206958231585e-05,-5.117090067201705e-05,-7.663700723230103e-05,5.0371881328465404e-05,0.006103859997965474,0.0027709766784678657,2.749644895105874e-05,6.120060170544467e-08,0.00020752967318366221,4.6242667365943076e-07
foundation,foundation,14,85.42000155453984,1.411952168739461e-05,-4.3694804046090496e-05,7.179471905760515e-05,-5.8965174836523706e-05,-5.383435465238954e-05,4.417036007120403e-05,0.0064111025461028965,0.002773243034239541,1.4073145566303088e-05,3.4981528178697294e-08,0.00015464533314713788,2.537831014267471e-07
foundation,foundation,15,93.36893874918593,-5.8108698780534596e-05,-0.0005844234308882701,-2.9677916549841754e-05,4.152352407983827e-05,5.751828314559757e-06,0.0002045087686369752,0.006712003237651011,0.0028302471885019056,-0.0002240700154062155,4.235224152363897e-07,0.0006580048573047807,5.223988637841102e-06
foundation,foundation,16,99.62566196523322,-6.692757940074401e-06,2.8984462796532995e-06,-4.856056448065971e-06,-4.138662401342719e-05,2.0724325083446124e-05,5.967723062980535e-05,0.004944115506384634,0.00273454820007476,-2.8834560361623573e-06,1.71889149507631e-08,0.00010716445114859455,1.2069654899740333e-07
foundation,foundation,17,99.99368877054494,8.970268339458798e-05,-2.3821364282250457e-05,-1.5254424944322054e-05,-2.374319022049664e-05,1.5250484015277366e-05,7.996169242708033e-05,0.005151337012721536,0.002733161579201708,1.687563138933849e-05,3.3559114021759005e-08,0.00015240440769721572,2.4772921021781024e-07
foundation,foundation,18,106.3547562620456,5.9579879531090896e-05,4.01443466957474e-05,0.00022439138836816142,0.0003654466543935977,0.0012708971293120418,5.514628145652763e-05,0.005668844742934132,0.0028328663746079396,0.00010803853819833324,5.286059421452026e-06,0.0018865462070963034,3.752767060828565e-05
foundation,foundation,19,110.98901331211069,-1.3082899853467111e-05,-3.6817791132515154e-05,-7.130300021196412e-05,-0.0002291150821674327,-0.0011726592837581085,1.693662914367916e-05,0.005692085834748734,0.0027653493603958033,-4.040123039931546e-05,4.286302175599778e-06,0.0016918722061629009,3.0077566902998483e-05
foundation,foundation,20,113.2288902214341,3.855314021583567e-05,5.5159187489772776e-05,3.377670739435068e-05,0.00011788475827279802,0.0006906211490179814,-7.559103490312321e-05,0.005185641780481861,0.0028076550265305283,4.2496345033319706e-05,1.4900830695708312e-06,0.000999403087383061,1.0511848757349412e-05
foundation,foundation,21,113.65771747282828,0.00010528212056049036,9.929005468367613e-05,4.740940137026861e-05,2.5336294656235503e-05,-5.521714138289631e-05,-6.631740547970546e-05,0.005255410209790995,0.002800415766672828,8.399385887147837e-05,2.730495573098221e-08,0.00019841423538904734,5.086082648823576e-07
foundation,foundation,22,116.10900691368627,0.0011334350983360775,7.90202337930257e-05,0.0012940354271917531,2.6652942091172694e-05,2.3909999526462483e-05,0.0020375414282480507,0.007017608525937529,0.002870565713873967,0.0008354969197736187,1.376549396387355e-05,0.0033572550223015998,0.00012777093737991905
foundation,foundation,23,133.27848379397727,7.632904691967646e-05,7.061209855496742e-05,3.381522627021738e-05,-8.623810144200093e-06,-5.300275366252905e-05,-5.0747081522098175e-05,0.004798886906982156,0.0027426246745120447,6.025212391495375e-05,1.7973843968052934e-08,0.00015123993505075783,2.891812374082029e-07
foundation,foundation,24,133.79036014976862,0.00013635460458183424,5.975734839513969e-05,0.00015750288522853317,-2.9701754443317483e-05,-1.1844689060657712e-05,-8.828410059806427e-05,0.004939618259455228,0.002740038870154074,0.00011787161273516904,3.438400958333675e-08,0.00025417282372812173,8.659053360788921e-07
foundation,foundation,25,135.09634244658196,-4.706547952482154e-06,3.535212132588228e-05,-2.3437235880940932e-05,-0.0004830608907442008,-0.0002757775096997488,-1.441641632049604e-05,0.004047715882589923,0.002714381806803423,2.4027791641530647e-06,9.31532538334614e-07,0.0007880602846649556,6.520987568989324e-06
foundation,foundation,26,136.62117787114505,-2.0403131223423188e-05,-9.639675893513555e-05,-7.5538712004386e-05,-1.7497736835521944e-06,-3.913202019428341e-05,-0.0006894488900025246,0.006078090683898031,0.0028846395551667997,-6.411286738764825e-05,1.4352474568357314e-06,0.0009844607748328452,1.0231702887260097e-05
foundation,foundation,27,153.84380961054208,0.00011312615072922583,0.00020869640033893688,9.433077270526447e-05,6.305629497669968e-05,5.330823290928871e-05,-8.87103882025867e-05,0.005513224328540652,0.0027807923420732285,0.0001387177745911424,5.5345408836244455e-08,0.00030761144677453073,1.2533358062920659e-06
foundation,foundation,28,154.55197609555304,0.00023482685938769343,0.00028850360771603967,0.0002044604879358758,2.8653161857029358e-06,4.590799317109797e-06,-0.00011196968142830166,0.005489125755014174,0.0027829176375383635,0.00024259698501320295,4.3132763007426845e-08,0.00045311705634501693,2.950327712239318e-06
foundation,foundation,29,160.80636334473857,0.004209766606352305,0.0037350694503157644,0.005161197665080053,2.247556708268415e-05,-6.789669709286717e-05,-0.0005796061433414586,0.005649622264603456,0.0028210856050444443,0.004368677907249374,2.6053752491767842e-06,0.007680687261218936,0.0008770782263222322
foundation,foundation,30,164.78023658880528,0.00014736675002624544,0.0006977951317710396,0.00045252906351933575,-5.9785213830649074e-05,0.00010620670131378208,7.762330969714496e-05,0.005498251067267232,0.0027823839944739613,0.00043256364843887357,2.907639828363594e-07,0.0008690089672014252,1.0455356827638239e-05
foundation,foundation,31,164.85782289902784,0.0007678045082271101,0.0006069208677350613,0.0009049422307749744,3.768182580475548e-05,7.292647131041242e-05,-0.00016795684637765972,0.00724511980581517,0.002798618831867089,0.0007598892022457152,1.7159659415257012e-07,0.0013589306562528992,2.718559814510132e-05
foundation,foundation,32,167.85387578389336,-0.0003625773510163022,-0.0002515402067959638,-0.00045679171977730526,-3.108445918254034e-05,6.624262206810487e-05,-5.169327304025101e-05,0.006944628225440732,0.0028108811417718433,-0.00035696975919652374,5.574645830561434e-08,0.0006476469196094032,6.1244586122763875e-06
foundation,foundation,33,168.13586809933,-1.4868886650809543e-05,-0.0002102309450213724,-0.0001138744939255254,-2.7352532042400745e-05,-2.9122477207117704e-05,0.00014110759618932926,0.006948040426814345,0.002837108768319838,-0.00011299144186590245,9.31494050656238e-08,0.0003168608546063861,1.2265638025314691e-06
foundation,foundation,34,168.39779193166112,-0.0002363608454603039,-0.0002722852101244566,-0.0003100984768444892,-5.928454705321777e-06,-7.414231586946662e-05,0.00012134570025340097,0.005367983918576329,0.0027980709952763697,-0.00027291484414308326,6.484984634236382e-08,0.0005164114322474276,3.8056619713105003e-06
foundation,foundation,35,172.19743017672167,-6.752831511303015e-05,-4.1421161776078463e-05,-0.00010780483362893278,-0.0004072185294274113,9.627734111499056e-05,-1.0097213501044896e-05,0.004894680628280795,0.0027860715537897742,-7.225143683934714e-05,5.289499191689383e-07,0.000606872383472843,3.937561589823326e-06
foundation,foundation,36,173.0580814016465,0.00021212235038148286,-2.5951196680473743e-06,0.00015256799526741638,0.00025479849408842597,3.397853775217552e-05,9.127646254095698e-05,0.006174640237862038,0.0028652171268959965,0.00012069840866028396,2.600875713914887e-07,0.0004659356520168501,2.476177763131042e-06
foundation,foundation,37,175.1897386689417,0.00018981637922133032,6.800417594932107e-05,0.0003168311058299178,-6.570738794282214e-05,-0.00010229820137460142,0.00021173837412804392,0.007499738441291922,0.0028268531653167558,0.0001915505536668564,2.2528946307702305e-07,0.0005101645021117402,3.2281488989927266e-06
foundation,foundation,38,176.69582804349096,0.00023209806676693923,0.0003152857908939044,0.0003552328606071242,8.312643627806828e-05,5.337256440163734e-05,0.0003683096874994849,0.007461223241192317,0.0028203102947240094,0.00030087223942265595,4.4807105447428157e-07,0.0007551730594253212,7.210082081804151e-06
foundation,foundation,39,178.0096955211912,0.0004277210151415467,0.0006211943110756568,0.0012444035784564544,0.00017398718087802045,-0.00018602097055002702,0.0013533400437530981,0.005963619186524069,0.0027988518717481366,0.0007644396348912194,6.235609902065441e-06,0.0024310855875969255,6.994582730712601e-05
foundation,foundation,40,179.49293761783747,0.0003043719165118919,0.00019321088398527309,0.00039198798315820405,-0.00039016140197986946,2.293195474132215e-05,0.00038595488518009186,0.004968194584720638,0.0026972773714232204,0.00029652359455178967,9.349117453338798e-07,0.000941835029751493,1.0501063113003295e-05
foundation,foundation,41,186.09731009173112,-0.00013397286552807586,-0.0014946542676697039,-0.0010221046666125666,9.653431227246203e-05,4.541970013868297e-05,-0.0006120154348793943,0.0058785231742325425,0.002786114314757888,-0.0008835772666034488,2.5896016952571317e-06,0.002017059118703933,5.325910723942891e-05
foundation,foundation,42,195.8800504368535,-2.8513821825892904e-06,-7.625852051162951e-05,-3.480753855811258e-05,0.0004600657923077106,0.00022204979033511359,0.00010138635265296778,0.00396646516759916,0.002814527496153594,-3.79724804174438e-05,8.178014993280175e-07,0.0007413006996888449,5.789496412403514e-06
foundation,foundation,43,204.55800300244226,-7.982511714965668e-06,5.458184693662993e-05,8.88013320399228e-05,9.491194788854718e-06,7.447192044241646e-05,3.790433266828708e-05,0.0053899545509708685,0.002798791480345124,4.513355575386235e-05,2.844485671688461e-08,0.00015834882814917643,2.907807004926073e-07
foundation,foundation,44,205.75559755416842,4.1591637078841615e-05,5.65809789021543e-06,7.038525738689572e-05,2.678407946438505e-05,-7.129183868732772e-05,2.386231928317101e-05,0.005441614848796009,0.0027969730084218434,3.921166411865092e-05,2.2262918866026138e-08,0.00013947978247597672,2.250303891951083e-07
foundation,foundation,45,211.95864840838416,-0.00047354321057735405,-0.0004570475304466193,-0.002262856379315892,-1.3394431463848205e-05,3.719333408530611e-05,-0.00013453408049077405,0.004664197023401348,0.0027545337571477117,-0.0010644823734466218,3.290416182093702e-06,0.0023649479821336718,7.402343582669081e-05
foundation,foundation,46,215.94819153745928,9.525939955290497e-05,3.2174320558908676e-05,-4.804620505227675e-05,-0.000143622982106102,-4.670272630587642e-05,-2.1638100511348524e-05,0.004998969986181818,0.002767825240568682,2.6462505019845633e-05,8.530651719770668e-08,0.00024284110850701093,6.286575081205878e-07
foundation,foundation,47,216.03779339267044,-0.00011951553551936556,0.00011510055812680164,8.64799608613076e-05,-1.1321162109547796e-05,4.140780357324384e-05,-1.092766306755419e-05,0.005233779826527253,0.0027644505262075254,2.735499448958123e-05,5.5035563442537294e-08,0.0001973202037271735,4.1892225165638696e-07
foundation,foundation,48,219.61087184119796,-4.756981196729626e-05,6.456204063365334e-05,2.0488153429365497e-05,-0.00042687468462028683,-0.0010616434229731642,3.3752629107746e-05,0.004361592151771352,0.002770030117472524,1.2493460698574191e-05,3.94091795492807e-06,0.001621032663551044,2.7593449579706696e-05
foundation,foundation,49,223.8184902134113,7.849383942049037e-05,-0.00021799198564265154,-0.0002703950471805161,7.000320773526111e-05,-8.305106140940285e-05,-4.102239812124066e-05,0.005148525421912214,0.002758021137889474,-0.0001366310644675591,1.4662898538401785e-07,0.00039211834980690903,1.866465047677348e-06
foundation,foundation,50,224.63720529704497,-0.0002935630347378204,-0.00013611840866567526,-0.00017364496853633504,0.00012129406895423834,7.484720762363027e-05,-0.00011228480833333553,0.005426749192957094,0.00276292721639598,-0.00020110880397994357,1.1905539929306655e-07,0.00044800057958679896,2.653401591772417e-06
foundation,foundation,51,226.57399659384558,-0.0023621356684266903,0.0016364212160058234,-0.00026080216709023496,-5.127608682201484e-06,-1.2744508281655994e-05,-1.0569170055708e-05,0.004887372595759501,0.0028366355391652317,-0.0003288388731703673,1.2002659370277431e-05,0.0028855117270671694,8.888469079480009e-05
foundation,foundation,52,236.2296714592388,-7.162720885967033e-05,0.0001406166455686364,0.00023508387310022805,-0.0005058842679054214,-0.0010129299325330374,0.00018367957778842546,0.004225621170865001,0.002801062171329436,0.00010135776993639804,4.021073983404918e-06,0.0016466742791202062,2.8609820772526018e-05
foundation,foundation,53,239.37955719813706,4.5725974925359125e-05,2.517419520176034e-05,7.428177163371075e-06,-0.0029961090278558507,-5.2379129155131544e-05,-3.055068111598247e-05,0.005875632337352587,0.002881625248253705,2.610944909683018e-05,2.694214068132082e-05,0.004238333662051274,0.00018862566141919203
foundation,foundation,54,240.88536982189214,-0.0009921786403188637,0.000141066411775137,-0.0003073202300341027,5.527273097749484e-05,0.00019297133124174297,0.0009987369045685748,0.005347709980657358,0.0028110811102662436,-0.00038614415285927645,4.090468227447555e-06,0.0017816567398521508,3.534310639756626e-05
foundation,foundation,55,249.59966888756503,0.0002636077449513774,-0.0003721470041784247,-8.986300479851828e-05,-1.9711238374381088e-05,4.8420538522427254e-05,-0.00011451099993962759,0.006271568096450484,0.002766103516761062,-6.613408800852187e-05,3.519425158665638e-07,0.0004977444090104873,2.6604149029182977e-06
foundation,foundation,56,249.95998512525813,-0.0001626103018848024,0.00037848230653336756,3.7659032045000984e-05,-3.3844918364830705e-05,-3.1932559644361105e-05,0.00013411572766409508,0.006229792690370573,0.0027651763192780305,8.451034556452204e-05,2.849813465295166e-07,0.0004597973030317989,2.3162593585411883e-06
foundation,foundation,57,251.1080145726051,0.0009339442198685877,-0.0017608960326231937,-0.00033532607270014836,3.824225586379603e-05,4.511501478817034e-07,-0.0006261932346283446,0.005380737841284054,0.002778530596146671,-0.00038742596181825145,6.633472308634193e-06,0.0022073992615961407,5.318875557552522e-05
foundation,foundation,58,255.39564202364772,-0.0005428505024007713,0.0010003340216457879,-0.00036603359216846876,8.843522808180408e-06,1.6253620174210308e-05,0.0004950855319935837,0.004706314897532444,0.0027325124371988443,3.0483309025515954e-05,2.8761777917020727e-06,0.001385727086233848,2.017505998772604e-05
foundation,foundation,59,260.4627680545179,-0.00010135628609186931,-5.314521092092406e-06,0.00013461074328535716,9.242087177962735e-05,-0.00012510159712878286,-3.9064460028487204e-05,0.006882274109066973,0.0027591126715959466,9.313312033798482e-06,1.1939594714022984e-07,0.00028259071364183794,8.396748301283592e-07
foundation,foundation,60,260.91667264628256,-7.0882410196926315e-06,-0.00016042937064808527,-9.637824392894068e-05,1.7934912180673018e-05,-5.182706062705541e-05,-2.1780656217114933e-05,0.006984316837343068,0.0027670230536657814,-8.796528519890619e-05,2.824068356486971e-08,0.00020503852461660593,5.458898979597087e-07
foundation,foundation,61,263.0082364093461,9.171826315768072e-05,-7.105431774623305e-05,-1.9663581484197223e-05,-2.5492125439546607e-05,1.5347980832371134e-06,-9.345126261882256e-05,0.00609788684475443,0.0027614399662333907,3.334546424168157e-07,4.892694574065344e-08,0.0001806053637163026,3.424936238245088e-07
foundation,foundation,62,264.14744280523183,-1.043792287713785e-05,3.2444395839936746e-05,-1.31653034951551e-05,7.127287609249132e-05,0.00025519532247546435,-4.5091663678875453e-07,0.0063570979999326115,0.002770969065119459,2.947056489214598e-06,2.1257732468550852e-07,0.00037648940474183004,1.4884321041863375e-06
foundation,foundation,63,266.7014968515157,-3.428637385227695e-05,-5.466443349977368e-05,-5.758482083950689e-05,-0.0007032015406040616,-0.0006906474173928249,-3.7954422440220157e-06,0.005632008293096544,0.0027569398712234583,-4.884520939718584e-05,2.91498530752801e-06,0.0013965962558288533,2.051226060434354e-05
