basis_label,response_label,mode_index,frequency_cm-1,alpha_xx_prime,alpha_yy_prime,alpha_zz_prime,alpha_xy_prime,alpha_xz_prime,alpha_yz_prime,max_cartesian_displacement_A,rms_cartesian_displacement_A,iso_derivative,anisotropy_sq,frobenius_norm,raman_activity
direct_basis,foundation_response,0,-22.166627348347888,0.00019670964463647245,1.084780818505493e-06,-0.00020049286015511036,-4.5542383204477785e-05,1.1078289196860393e-05,0.00010704893243091131,0.009058810855478473,0.0028171687084008823,-8.994782333774746e-07,1.593051645307085e-07,0.0003258924212125058,1.1151725594641137e-06
direct_basis,foundation_response,4,39.53688564266939,-0.00026790098914708516,-0.0001928550965624165,0.00020102360922535922,0.00010977417108545227,-2.2701579749313306e-05,-5.4990335954153725e-05,0.003661760983062335,0.0027473861532586728,-8.657749216138082e-05,2.3710030213971036e-07,0.00042491629121510765,1.997006911680901e-06
direct_basis,foundation_response,5,54.56753861757706,-1.7560485382484003e-05,4.5535826789233624e-05,2.3783817887368386e-05,2.717335473008105e-05,-0.0001893768420872284,-1.740333972205231e-05,0.004359373975748081,0.0027323411600257627,1.7253053098039334e-05,1.1379639023600067e-07,0.00027705101277733144,8.099697845061741e-07
direct_basis,foundation_response,6,59.45478828753054,0.0001988899949945111,4.091405265915782e-05,8.400333435409912e-05,-2.3217643089798283e-05,2.654168654829135e-05,-1.0002468815783019e-05,0.0061580811146867065,0.002779034223826704,0.00010793579400258935,2.4036723047068185e-08,0.00022577619208474355,6.925131645431004e-07
direct_basis,foundation_response,7,62.95600198019449,1.8018551979359643e-05,-7.760297582981579e-05,4.913740166645475e-05,-9.67684661021758e-06,-1.714910438860469e-05,-4.0649575664851776e-05,0.006079465578951211,0.002742593594445796,-3.482340728000466e-06,1.9207854767297397e-08,0.00011332085687272785,1.3500068473364686e-07
direct_basis,foundation_response,8,69.32213432581727,-0.0008702462893261931,-0.00027731486877402567,0.00045550910743652473,2.7834303629590185e-06,2.1334639421872407e-05,2.891450401497006e-06,0.005887199396704138,0.002814163093034096,-0.000230684016887898,1.3245268352440751e-06,0.001021108827258547,1.1666368050847647e-05
direct_basis,foundation_response,9,70.39059344010377,-0.0002757311438961185,6.919934483651247e-05,0.00029704941111541316,1.2445989500218803e-05,3.007404709425498e-05,1.380970747611246e-05,0.0052694219202210025,0.002847990007059922,3.0172537351935702e-05,2.532353064315032e-07,0.00041419160258479885,1.8136143354819504e-06
direct_basis,foundation_response,10,71.64555917461473,9.120474691703961e-05,0.00021625635145294808,0.00013619289762178965,-5.4233648175713536e-05,1.6947540587018738e-05,-5.820946950791254e-05,0.0052478206961353345,0.0028441272786608866,0.00014788466533059244,3.188654727047126e-08,0.00029473262612092705,1.2073501716906587e-06
direct_basis,foundation_response,11,81.52815325152325,-0.00040409214587810993,0.0005738896111773251,0.00018070434950057113,-2.0764231259425665e-05,2.0122817645880006e-05,-0.0003233725654237835,0.005696254373427505,0.002818274010451772,0.00011683393826659542,1.0427326455458108e-06,0.000857965969268705,7.913386129710393e-06
direct_basis,foundation_response,12,85.73753756691633,4.212524273294882e-05,-0.00016140604607195463,-0.00019061700835432127,-8.508520584804804e-05,-3.666791808898764e-06,0.00013859531712933737,0.00535799677015552,0.002780956805836444,-0.00010329927056444237,1.276084092802767e-07,0.0003421761107250993,1.373442133423501e-06
direct_basis,foundation_response,13,87.35717620013874,0.00010058120011646743,-0.00023438323415336804,-0.00010479282073094787,-4.92319093097171e-05,2.8300007417883565e-05,9.566838139578868e-05,0.006309839325992806,0.0027779151158412443,-7.95316182559495e-05,1.227179994969373e-07,0.00031747099800116406,1.1436635200870148e-06
direct_basis,foundation_response,14,90.10141492189523,-1.075765563185449e-05,-0.00024458251190684344,-0.0005285874799998425,-0.00010525871060634658,0.0001937430512066133,-1.5602749859170177e-05,0.0059909241781996945,0.002835132482589303,-0.0002613092158461801,3.483179417168335e-07,0.0006611047420817614,5.510938374894384e-06
direct_basis,foundation_response,15,99.93348099667855,7.730743553091557e-06,-0.00012733015632981903,-2.618687397926145e-05,6.4299413390632464e-06,-8.861167972267641e-05,6.197622869847925e-05,0.0055162219914328845,0.002746780893408921,-4.8595428918662975e-05,5.001418806820114e-08,0.0002010655096749164,4.5636752350790517e-07
direct_basis,foundation_response,16,100.12820816645754,-5.2530063702205254e-05,-0.0003070943853866748,-0.00022700615957771397,-0.00010668885531999318,-8.249949757262387e-05,0.00023016041669781176,0.004835287887371612,0.00274962469207564,-0.000195543536222198,2.643170020011389e-07,0.0005393729306725284,3.5708963691306653e-06
direct_basis,foundation_response,17,101.6227929569078,-0.00026859945903678906,-0.00048086145127412827,-0.00036665813607172915,-0.00010977121058791694,-0.0004051915145731518,0.000212685847874921,0.007437213246036762,0.0028214977431980496,-0.00037203968212754884,6.982519834736993e-07,0.0009384785013778963,1.1116372512806436e-05
direct_basis,foundation_response,18,109.46878641560434,-4.636485692044445e-06,-1.1298228620448825e-05,-0.0001539328969568654,-0.0005542073191588734,-0.0013173066980557329,-0.00012355273279051663,0.00571635535928697,0.0028661977888387864,-5.662253708978623e-05,6.194463124318723e-06,0.0020345172444583997,4.350551689702285e-05
direct_basis,foundation_response,19,114.22376966431463,-2.2018118750466442e-06,1.142135952481027e-05,-7.024734057559101e-05,5.9284922542191996e-05,0.0009057754120758021,-7.09827171180859e-05,0.00538218822491551,0.002749359485535379,-2.034259764194246e-05,2.492689816549775e-06,0.0012895870171762934,1.7467450673395413e-05
direct_basis,foundation_response,20,117.93417321613713,-2.4221715717587244e-05,-7.401149969998855e-05,-4.116034872492236e-05,-0.00014344544725933966,-0.0007645731013174452,5.197506891569813e-05,0.005246161876879768,0.0028114568522980216,-4.6464521380832714e-05,1.8254726631579786e-06,0.001106100642202192,1.2875461470727594e-05
